"path";"PDF";"original";"extracted";"PublicationType";"Id";"Marker";"Title";"Source";"Publisher";"Editor";"Authors";"Edition";"Volume";"Issue";"Chapter";"Note";"Page from";"Page to";"Location";"Date";"Doi";"Url";"Precision";"Recall";"F1"
"TUW-138447-ref7";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1384477.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1384477-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1384477-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"100,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"NA";"NA";"80,00";"66,67";"57,14"
"TUW-138447-ref8";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1384478.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1384478-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1384478-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"100,00";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"NA";"NA";"60,00";"50,00";"42,86"
"TUW-138447-ref9";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1384479.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1384479-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1384479-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"90,00";"90,00"
"TUW-138447-ref10";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844710.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844710-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844710-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"88,89";"88,89"
"TUW-138447-ref11";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844711.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844711-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844711-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"88,89";"88,89"
"TUW-138447-ref12";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844712.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844712-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844712-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"NA";"NA";"75,00";"60,00";"50,00"
"TUW-138447-ref13";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844713.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844713-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844713-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"NA";"NA";"50,00";"40,00";"28,57"
"TUW-138447-ref14";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844714.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844714-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844714-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"90,00";"90,00"
"TUW-138447-ref15";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844715.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844715-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844715-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"100,00";"NA";"NA";"75,00";"42,86";"37,50"
"TUW-138447-ref16";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844716.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844716-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844716-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"88,89";"88,89"
"TUW-138447-ref17";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844717.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844717-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844717-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"100,00";"NA";"NA";"60,00";"50,00";"37,50"
"TUW-138447-ref18";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844718.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844718-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844718-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"100,00";"NA";"NA";"60,00";"42,86";"37,50"
"TUW-138447-ref19";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844719.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844719-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844719-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"88,89";"88,89"
"TUW-138447-ref20";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13844720.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13844720-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13844720-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"100,00";"NA";"NA";"83,33";"83,33";"71,43"
"TUW-138547-ref7";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1385477.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1385477-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1385477-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"0,00";"NA";"0,00";"0,00";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"0,00"
"TUW-139299-ref1";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392991.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392991-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392991-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"100,00";"NA";"NA";"60,00";"50,00";"42,86"
"TUW-139299-ref2";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392992.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392992-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392992-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"NA";"0,00";"75,00";"50,00";"42,86"
"TUW-139299-ref3";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392993.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392993-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392993-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"NA";"100,00";"100,00";"NA";"100,00";"NA";"0,00";"0,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"70,00";"70,00"
"TUW-139299-ref4";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392994.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392994-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392994-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"77,78";"70,00";"63,64"
"TUW-139299-ref5";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392995.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392995-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392995-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"100,00";"NA";"76,92";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"NA";"NA";"95,24";"83,33";"82,42"
"TUW-139299-ref6";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392996.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392996-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392996-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"90,00";"90,00"
"TUW-139299-ref7";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392997.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392997-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392997-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"100,00";"87,50";"87,50"
"TUW-139299-ref8";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392998.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392998-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392998-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"0,00";"100,00";"NA";"NA";"50,00";"37,50";"33,33"
"TUW-139299-ref9";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1392999.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1392999-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1392999-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"0,00";"0,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"0,00";"100,00";"100,00";"NA";"100,00";"NA";"NA";"77,78";"70,00";"63,64"
"TUW-139299-ref10";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13929910.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13929910-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13929910-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"72,73";"NA";"0,00";"0,00";"NA";"0,00";"100,00";"0,00";"NA";"100,00";"NA";"NA";"62,96";"58,00";"52,07"
"TUW-139299-ref11";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13929911.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13929911-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13929911-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"NA";"0,00";"66,67";"33,33";"28,57"
"TUW-139761-ref6";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397616.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397616-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397616-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"66,67";"44,44";"44,44"
"TUW-139761-ref9";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397619.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397619-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397619-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"0,00";"NA";"NA";"100,00";"NA";"100,00";"NA";"NA";"0,00";"100,00";"100,00";"NA";"0,00";"NA";"NA";"55,56";"55,56";"50,00"
"TUW-139761-ref15";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976115.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976115-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976115-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"100,00";"NA";"0,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"30,00";"30,00";"27,27"
"TUW-139761-ref18";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976118.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976118-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976118-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"NA";"0,00";"0,00";"NA";"0,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"100,00";"NA";"NA";"33,33";"25,00";"25,00"
"TUW-139761-ref21";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976121.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976121-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976121-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"85,71";"60,00";"60,00"
"TUW-139761-ref28";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976128.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976128-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976128-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"100,00";"100,00";"NA";"0,00";"NA";"0,00";"NA";"NA";"0,00";"100,00";"100,00";"NA";"100,00";"NA";"NA";"62,50";"55,56";"45,45"
"TUW-139761-ref34";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976134.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976134-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976134-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"0,00";"100,00";"NA";"NA";"75,00";"37,50";"37,50"
"TUW-139769-ref1";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397691.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397691-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397691-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"66,67";"22,22";"22,22"
"TUW-139769-ref3";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397693.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397693-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397693-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"85,71";"60,00";"60,00"
"TUW-139769-ref4";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397694.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397694-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397694-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"75,00";"33,33";"33,33"
"TUW-139769-ref6";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397696.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397696-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397696-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"0,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"71,43";"50,00";"50,00"
"TUW-139769-ref8";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397698.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397698-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397698-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"33,33";"16,67";"16,67"
"TUW-139769-ref9";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-1397699.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-1397699-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-1397699-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"NA";"0,00";"NA";"NA";"83,33";"62,50";"62,50"
"TUW-139769-ref10";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976910.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976910-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976910-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"75,00";"33,33";"33,33"
"TUW-139769-ref11";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976911.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976911-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976911-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"33,33";"16,67";"16,67"
"TUW-139769-ref12";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976912.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976912-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976912-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"75,00";"50,00";"50,00"
"TUW-139769-ref13";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-13976913.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-13976913-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-13976913-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"71,43";"55,56";"55,56"
